sample_id,slope_angle,slope_height,rock_type,fracture_density,rainfall_24h,days_since_blast,risk_score,risk_percentage,risk_category,risk_message,timestamp
3230,74.3,101.8,Granite,Medium,7.0,5,0.302981,30.3,Low,Safe operations,2025-09-28T00:33:43.011596
3231,62.1,734.9,Limestone,Medium,14.3,3,0.474256,47.43,Medium,Caution advised,2025-09-28T00:33:43.011637
3232,57.2,285.2,Limestone,Low,52.5,23,0.26383,26.38,Low,Safe operations,2025-09-28T00:33:43.011664
3233,32.7,316.3,Limestone,Low,9.1,4,0.197981,19.8,Low,Safe operations,2025-09-28T00:33:43.011708
3234,51.8,562.6,Sandstone,Low,10.1,14,0.310747,31.07,Low,Safe operations,2025-09-28T00:33:43.011735
3235,32.6,596.9,Limestone,High,4.2,15,0.310982,31.1,Low,Safe operations,2025-09-28T00:33:43.011789
3236,56.9,470.2,Granite,Low,7.9,11,0.207565,20.76,Low,Safe operations,2025-09-28T00:33:43.011818
3237,57.9,426.7,Limestone,Low,2.7,3,0.296561,29.66,Low,Safe operations,2025-09-28T00:33:43.011845
3238,52.1,375.1,Sandstone,High,8.5,6,0.386004,38.6,Low,Safe operations,2025-09-28T00:33:43.011871
3239,41.8,455.2,Sandstone,Low,29.4,12,0.275057,27.51,Low,Safe operations,2025-09-28T00:33:43.011897
3240,45.7,347.0,Sandstone,Medium,7.7,13,0.27293,27.29,Low,Safe operations,2025-09-28T00:33:43.011923
3241,48.3,112.0,Limestone,Low,8.5,24,0.13193,13.19,Low,Safe operations,2025-09-28T00:33:43.011967
3242,71.2,279.8,Limestone,Medium,11.6,3,0.37149,37.15,Low,Safe operations,2025-09-28T00:33:43.011994
3243,52.6,351.9,Sandstone,Medium,56.5,7,0.415476,41.55,Medium,Caution advised,2025-09-28T00:33:43.012023
3244,48.9,346.5,Granite,Medium,13.5,3,0.252853,25.29,Low,Safe operations,2025-09-28T00:33:43.012048
3245,67.6,126.8,Sandstone,Medium,7.6,12,0.32139,32.14,Low,Safe operations,2025-09-28T00:33:43.012091
3246,44.1,281.7,Sandstone,Medium,4.2,23,0.250285,25.03,Low,Safe operations,2025-09-28T00:33:43.012119
3247,48.4,303.1,Limestone,Medium,10.6,14,0.209116,20.91,Low,Safe operations,2025-09-28T00:33:43.012145
3248,85.4,512.6,Shale,Medium,6.5,18,0.55337,55.34,Medium,Caution advised,2025-09-28T00:33:43.012188
3249,72.6,111.9,Limestone,High,35.6,3,0.580561,58.06,Medium,Caution advised,2025-09-28T00:33:43.012230
3250,58.9,435.4,Shale,High,48.2,13,0.489896,48.99,Medium,Caution advised,2025-09-28T00:33:43.012260
3251,41.3,300.7,Shale,High,4.7,18,0.333662,33.37,Low,Safe operations,2025-09-28T00:33:43.012287
3252,70.2,151.8,Shale,Medium,13.8,8,0.403686,40.37,Medium,Caution advised,2025-09-28T00:33:43.012329
3253,57.3,764.3,Limestone,Low,8.6,29,0.347397,34.74,Low,Safe operations,2025-09-28T00:33:43.012372
3254,66.9,783.5,Granite,Low,13.4,28,0.362462,36.25,Low,Safe operations,2025-09-28T00:33:43.012414
3255,57.8,357.8,Limestone,Medium,42.5,29,0.302473,30.25,Low,Safe operations,2025-09-28T00:33:43.012441
3256,58.8,412.5,Granite,High,2.1,22,0.276407,27.64,Low,Safe operations,2025-09-28T00:33:43.012467
3257,52.9,539.7,Limestone,Low,10.5,0,0.346878,34.69,Low,Safe operations,2025-09-28T00:33:43.012494
3258,42.5,489.5,Sandstone,Medium,0.1,9,0.324152,32.42,Low,Safe operations,2025-09-28T00:33:43.012520
3259,86.7,495.4,Limestone,Low,8.6,15,0.412942,41.29,Medium,Caution advised,2025-09-28T00:33:43.012561
3260,43.1,382.5,Granite,Medium,7.8,0,0.274131,27.41,Low,Safe operations,2025-09-28T00:33:43.012588
3261,56.1,376.4,Granite,Medium,9.3,3,0.282391,28.24,Low,Safe operations,2025-09-28T00:33:43.012614
3262,63.6,537.5,Sandstone,Medium,48.3,0,0.636434,63.64,Medium,Caution advised,2025-09-28T00:33:43.012641
3263,74.8,744.3,Sandstone,Low,9.5,18,0.486995,48.7,Medium,Caution advised,2025-09-28T00:33:43.012686
3264,42.5,416.7,Limestone,High,9.9,29,0.268449,26.84,Low,Safe operations,2025-09-28T00:33:43.012714
3265,70.2,261.9,Sandstone,High,5.8,0,0.574919,57.49,Medium,Caution advised,2025-09-28T00:33:43.012741
3266,60.8,417.5,Limestone,Low,10.3,3,0.309057,30.91,Low,Safe operations,2025-09-28T00:33:43.012777
3267,48.9,141.1,Sandstone,Medium,0.3,20,0.239118,23.91,Low,Safe operations,2025-09-28T00:33:43.012823
3268,52.9,298.2,Sandstone,Medium,13.8,8,0.312709,31.27,Low,Safe operations,2025-09-28T00:33:43.012851
3269,60.8,256.8,Limestone,Low,9.7,3,0.268619,26.86,Low,Safe operations,2025-09-28T00:33:43.012878
3270,46.8,524.0,Sandstone,Medium,12.3,23,0.328844,32.88,Low,Safe operations,2025-09-28T00:33:43.012905
3271,30.2,503.3,Limestone,Medium,7.0,23,0.233845,23.38,Low,Safe operations,2025-09-28T00:33:43.012947
3272,52.9,716.0,Limestone,High,41.8,5,0.499191,49.92,Medium,Caution advised,2025-09-28T00:33:43.012990
3273,63.7,490.5,Shale,Medium,48.2,2,0.640748,64.07,Medium,Caution advised,2025-09-28T00:33:43.013019
3274,51.3,280.5,Shale,Low,14.3,0,0.370629,37.06,Low,Safe operations,2025-09-28T00:33:43.013045
3275,50.9,398.5,Limestone,Medium,5.0,21,0.238856,23.89,Low,Safe operations,2025-09-28T00:33:43.013073
3276,74.0,290.2,Granite,Medium,2.7,2,0.356086,35.61,Low,Safe operations,2025-09-28T00:33:43.013099
3277,61.8,566.6,Granite,Low,7.8,10,0.265674,26.57,Low,Safe operations,2025-09-28T00:33:43.013125
3278,45.6,292.5,Shale,Medium,3.3,15,0.296144,29.61,Low,Safe operations,2025-09-28T00:33:43.013151
3279,50.6,425.9,Sandstone,Medium,31.0,14,0.331746,33.17,Low,Safe operations,2025-09-28T00:33:43.013178
3280,56.6,767.2,Limestone,High,48.4,22,0.499056,49.91,Medium,Caution advised,2025-09-28T00:33:43.013221
3281,30.6,500.9,Granite,Low,13.6,4,0.212287,21.23,Low,Safe operations,2025-09-28T00:33:43.013263
3282,46.9,550.7,Limestone,Medium,5.7,3,0.344511,34.45,Low,Safe operations,2025-09-28T00:33:43.013290
3283,45.4,557.6,Sandstone,High,6.0,4,0.438646,43.86,Medium,Caution advised,2025-09-28T00:33:43.013318
3284,51.0,315.7,Shale,Low,44.4,2,0.405963,40.6,Medium,Caution advised,2025-09-28T00:33:43.013344
3285,55.8,256.6,Sandstone,High,11.3,3,0.398911,39.89,Low,Safe operations,2025-09-28T00:33:43.013370
3286,51.5,179.7,Limestone,High,23.3,8,0.280091,28.01,Low,Safe operations,2025-09-28T00:33:43.013412
3287,41.0,581.4,Limestone,Medium,13.7,1,0.365606,36.56,Low,Safe operations,2025-09-28T00:33:43.013438
3288,54.8,512.6,Shale,Medium,5.6,23,0.387197,38.72,Low,Safe operations,2025-09-28T00:33:43.013465
3289,51.6,426.0,Limestone,Medium,56.4,1,0.426087,42.61,Medium,Caution advised,2025-09-28T00:33:43.013491
3290,47.0,251.1,Sandstone,Medium,37.6,18,0.290021,29.0,Low,Safe operations,2025-09-28T00:33:43.013517
3291,46.5,442.0,Sandstone,High,9.1,28,0.345178,34.52,Low,Safe operations,2025-09-28T00:33:43.013543
3292,48.2,471.7,Sandstone,High,19.5,29,0.367065,36.71,Low,Safe operations,2025-09-28T00:33:43.013569
3293,53.7,470.9,Limestone,Low,43.6,15,0.276817,27.68,Low,Safe operations,2025-09-28T00:33:43.013596
3294,45.2,319.2,Limestone,Medium,0.0,17,0.201158,20.12,Low,Safe operations,2025-09-28T00:33:43.013622
3295,52.6,308.8,Sandstone,Low,7.4,7,0.272562,27.26,Low,Safe operations,2025-09-28T00:33:43.013648
3296,80.6,456.8,Sandstone,Low,3.8,19,0.41691,41.69,Medium,Caution advised,2025-09-28T00:33:43.013691
3297,56.1,275.1,Sandstone,High,11.4,23,0.334671,33.47,Low,Safe operations,2025-09-28T00:33:43.013719
3298,32.8,518.1,Granite,Low,58.7,16,0.249181,24.92,Low,Safe operations,2025-09-28T00:33:43.013769
3299,70.5,713.2,Limestone,High,13.4,11,0.492247,49.22,Medium,Caution advised,2025-09-28T00:33:43.013816
3300,69.6,570.2,Limestone,Medium,35.7,12,0.414096,41.41,Medium,Caution advised,2025-09-28T00:33:43.013844
3301,47.8,437.3,Granite,High,35.9,19,0.280714,28.07,Low,Safe operations,2025-09-28T00:33:43.013872
3302,45.1,408.8,Sandstone,Medium,2.6,21,0.284552,28.46,Low,Safe operations,2025-09-28T00:33:43.013898
3303,41.5,537.9,Shale,High,3.2,0,0.502005,50.2,Medium,Caution advised,2025-09-28T00:33:43.013926
3304,51.8,296.0,Shale,Low,6.7,4,0.331648,33.16,Low,Safe operations,2025-09-28T00:33:43.013952
3305,44.9,369.6,Limestone,Medium,10.7,0,0.316327,31.63,Low,Safe operations,2025-09-28T00:33:43.013978
3306,55.7,113.4,Sandstone,Low,41.6,4,0.323204,32.32,Low,Safe operations,2025-09-28T00:33:43.014021
3307,40.6,322.3,Sandstone,Medium,1.0,14,0.251831,25.18,Low,Safe operations,2025-09-28T00:33:43.014049
3308,69.2,113.9,Sandstone,Medium,43.7,6,0.41782,41.78,Medium,Caution advised,2025-09-28T00:33:43.014091
3309,64.7,431.1,Sandstone,Low,8.3,6,0.363374,36.34,Low,Safe operations,2025-09-28T00:33:43.014118
3310,66.5,431.2,Sandstone,Low,2.2,27,0.327472,32.75,Low,Safe operations,2025-09-28T00:33:43.014145
3311,42.6,455.2,Granite,Medium,44.9,16,0.24855,24.85,Low,Safe operations,2025-09-28T00:33:43.014171
3312,60.9,565.1,Limestone,Medium,27.6,11,0.360119,36.01,Low,Safe operations,2025-09-28T00:33:43.014197
3313,71.6,163.0,Limestone,Medium,9.9,0,0.382723,38.27,Low,Safe operations,2025-09-28T00:33:43.014240
3314,56.9,492.0,Granite,Medium,11.2,19,0.251445,25.14,Low,Safe operations,2025-09-28T00:33:43.014268
3315,50.5,533.7,Granite,High,6.0,14,0.284786,28.48,Low,Safe operations,2025-09-28T00:33:43.014294
3316,70.7,467.6,Limestone,Low,8.7,0,0.402585,40.26,Medium,Caution advised,2025-09-28T00:33:43.014321
3317,80.1,560.7,Limestone,Medium,3.8,2,0.512321,51.23,Medium,Caution advised,2025-09-28T00:33:43.014365
3318,64.1,286.7,Limestone,Low,55.4,3,0.372787,37.28,Low,Safe operations,2025-09-28T00:33:43.014393
3319,80.8,363.3,Sandstone,Medium,16.3,7,0.479147,47.91,Medium,Caution advised,2025-09-28T00:33:43.014435
3320,41.0,520.1,Sandstone,High,5.9,27,0.3557,35.57,Low,Safe operations,2025-09-28T00:33:43.014463
3321,64.4,402.3,Limestone,High,16.2,24,0.346136,34.61,Low,Safe operations,2025-09-28T00:33:43.014490
3322,57.3,298.5,Sandstone,Medium,26.9,16,0.315678,31.57,Low,Safe operations,2025-09-28T00:33:43.014516
3323,43.0,371.1,Shale,Low,2.7,9,0.285671,28.57,Low,Safe operations,2025-09-28T00:33:43.014543
3324,40.9,488.6,Sandstone,High,1.6,19,0.3445,34.45,Low,Safe operations,2025-09-28T00:33:43.014569
3325,61.9,446.9,Limestone,High,58.3,8,0.462512,46.25,Medium,Caution advised,2025-09-28T00:33:43.014596
3326,47.2,116.2,Sandstone,Low,13.2,25,0.191942,19.19,Low,Safe operations,2025-09-28T00:33:43.014638
3327,73.0,460.4,Limestone,High,50.0,1,0.709673,70.97,High,Enhanced monitoring needed,2025-09-28T00:33:43.014665
3328,81.9,731.4,Granite,Medium,1.5,5,0.520574,52.06,Medium,Caution advised,2025-09-28T00:33:43.014716
3329,51.7,450.1,Sandstone,Medium,49.2,28,0.382996,38.3,Low,Safe operations,2025-09-28T00:33:43.014781
3330,56.0,480.2,Sandstone,Low,55.9,7,0.417626,41.76,Medium,Caution advised,2025-09-28T00:33:43.014821
3331,72.1,310.8,Limestone,Low,27.3,24,0.285687,28.57,Low,Safe operations,2025-09-28T00:33:43.014851
3332,48.6,779.5,Shale,Medium,15.4,3,0.543027,54.3,Medium,Caution advised,2025-09-28T00:33:43.014902
3333,51.7,301.1,Limestone,Medium,53.7,10,0.311176,31.12,Low,Safe operations,2025-09-28T00:33:43.014931
3334,67.5,314.4,Limestone,Medium,3.3,26,0.28644,28.64,Low,Safe operations,2025-09-28T00:33:43.014960
3335,69.9,576.9,Sandstone,Low,8.3,28,0.394231,39.42,Low,Safe operations,2025-09-28T00:33:43.014987
3336,66.9,111.7,Shale,High,9.8,29,0.397519,39.75,Low,Safe operations,2025-09-28T00:33:43.015030
3337,58.6,558.2,Shale,Medium,43.5,2,0.548839,54.88,Medium,Caution advised,2025-09-28T00:33:43.015058
3338,72.3,467.7,Granite,High,50.4,24,0.580157,58.02,Medium,Caution advised,2025-09-28T00:33:43.015085
3339,53.7,401.4,Sandstone,High,7.1,27,0.355015,35.5,Low,Safe operations,2025-09-28T00:33:43.015113
3340,34.2,396.1,Granite,Low,14.9,26,0.123289,12.33,Low,Safe operations,2025-09-28T00:33:43.015156
3341,73.0,543.8,Granite,Low,59.1,4,0.455551,45.56,Medium,Caution advised,2025-09-28T00:33:43.015186
3342,67.8,556.9,Granite,Low,18.2,9,0.304627,30.46,Low,Safe operations,2025-09-28T00:33:43.015214
3343,70.2,325.0,Granite,High,7.6,4,0.36989,36.99,Low,Safe operations,2025-09-28T00:33:43.015242
3344,65.5,569.6,Granite,Low,0.0,9,0.28849,28.85,Low,Safe operations,2025-09-28T00:33:43.015270
3345,65.7,371.6,Sandstone,High,44.0,20,0.450161,45.02,Medium,Caution advised,2025-09-28T00:33:43.015443
3346,83.6,598.7,Sandstone,High,33.6,24,0.755497,75.55,High,Enhanced monitoring needed,2025-09-28T00:33:43.015615
3347,73.7,773.4,Sandstone,Medium,2.7,10,0.550658,55.07,Medium,Caution advised,2025-09-28T00:33:43.015825
3348,65.8,544.7,Limestone,Low,7.0,26,0.301309,30.13,Low,Safe operations,2025-09-28T00:33:43.015916
3349,58.3,468.1,Limestone,High,1.7,27,0.331173,33.12,Low,Safe operations,2025-09-28T00:33:43.016041
3350,45.2,446.5,Limestone,Low,29.3,17,0.214564,21.46,Low,Safe operations,2025-09-28T00:33:43.016118
3351,52.7,366.4,Limestone,Medium,7.2,12,0.242352,24.24,Low,Safe operations,2025-09-28T00:33:43.016150
3352,59.9,415.1,Limestone,Medium,45.2,1,0.422982,42.3,Medium,Caution advised,2025-09-28T00:33:43.016178
3353,49.1,285.9,Granite,Low,0.5,14,0.119118,11.91,Low,Safe operations,2025-09-28T00:33:43.016209
3354,41.6,392.8,Limestone,Low,53.0,0,0.345204,34.52,Low,Safe operations,2025-09-28T00:33:43.016236
3355,32.0,752.5,Sandstone,High,4.1,25,0.430999,43.1,Medium,Caution advised,2025-09-28T00:33:43.016303
3356,41.3,251.1,Limestone,Medium,18.4,26,0.186849,18.68,Low,Safe operations,2025-09-28T00:33:43.016334
3357,45.3,121.4,Shale,Low,5.7,2,0.302789,30.28,Low,Safe operations,2025-09-28T00:33:43.016379
3358,53.6,421.4,Shale,Medium,3.7,22,0.354236,35.42,Low,Safe operations,2025-09-28T00:33:43.016407
3359,66.3,251.0,Sandstone,High,12.2,24,0.37517,37.52,Low,Safe operations,2025-09-28T00:33:43.016435
3360,44.4,406.1,Shale,Medium,42.7,23,0.372831,37.28,Low,Safe operations,2025-09-28T00:33:43.016463
3361,61.9,324.1,Granite,High,1.3,2,0.345987,34.6,Low,Safe operations,2025-09-28T00:33:43.016490
3362,74.1,523.6,Granite,Low,15.0,25,0.303853,30.39,Low,Safe operations,2025-09-28T00:33:43.016517
3363,82.3,250.4,Sandstone,Medium,12.4,4,0.564881,56.49,Medium,Caution advised,2025-09-28T00:33:43.016565
3364,82.8,334.4,Shale,Medium,10.6,19,0.485216,48.52,Medium,Caution advised,2025-09-28T00:33:43.016608
3365,45.4,454.4,Limestone,High,10.1,0,0.38654,38.65,Low,Safe operations,2025-09-28T00:33:43.016637
3366,64.7,591.8,Sandstone,Medium,39.9,8,0.488481,48.85,Medium,Caution advised,2025-09-28T00:33:43.016664
3367,70.3,400.8,Limestone,Medium,55.1,23,0.407771,40.78,Medium,Caution advised,2025-09-28T00:33:43.016691
3368,74.5,434.8,Sandstone,Low,12.0,2,0.535797,53.58,Medium,Caution advised,2025-09-28T00:33:43.016717
3369,81.8,387.5,Sandstone,Medium,14.5,25,0.455401,45.54,Medium,Caution advised,2025-09-28T00:33:43.016760
3370,65.1,552.3,Sandstone,Medium,6.1,12,0.410673,41.07,Medium,Caution advised,2025-09-28T00:33:43.016787
3371,70.5,254.4,Limestone,Low,5.4,8,0.272936,27.29,Low,Safe operations,2025-09-28T00:33:43.016814
3372,67.3,412.7,Sandstone,High,53.0,13,0.495966,49.6,Medium,Caution advised,2025-09-28T00:33:43.016842
3373,73.3,395.8,Limestone,Medium,46.4,19,0.398801,39.88,Low,Safe operations,2025-09-28T00:33:43.016875
3374,62.5,313.4,Granite,Medium,25.7,25,0.239989,24.0,Low,Safe operations,2025-09-28T00:33:43.016902
3375,66.9,370.0,Limestone,Medium,7.9,29,0.298737,29.87,Low,Safe operations,2025-09-28T00:33:43.016927
3376,32.0,739.0,Shale,High,5.7,15,0.465853,46.59,Medium,Caution advised,2025-09-28T00:33:43.016979
3377,55.2,517.0,Limestone,Low,10.1,16,0.247048,24.7,Low,Safe operations,2025-09-28T00:33:43.017007
3378,56.1,342.1,Granite,Medium,11.7,4,0.265919,26.59,Low,Safe operations,2025-09-28T00:33:43.017034
3379,32.8,559.2,Granite,Medium,9.1,8,0.242594,24.26,Low,Safe operations,2025-09-28T00:33:43.017076
3380,70.4,334.6,Limestone,Medium,5.4,3,0.37676,37.68,Low,Safe operations,2025-09-28T00:33:43.017103
3381,70.1,482.8,Granite,High,1.7,4,0.412355,41.24,Medium,Caution advised,2025-09-28T00:33:43.017131
3382,57.2,191.8,Sandstone,Medium,34.8,3,0.377931,37.79,Low,Safe operations,2025-09-28T00:33:43.017179
3383,59.8,713.7,Sandstone,Low,38.1,8,0.463576,46.36,Medium,Caution advised,2025-09-28T00:33:43.017224
3384,63.0,746.7,Sandstone,Medium,48.1,4,0.672467,67.25,High,Enhanced monitoring needed,2025-09-28T00:33:43.017267
3385,45.9,329.1,Limestone,Medium,5.2,1,0.295515,29.55,Low,Safe operations,2025-09-28T00:33:43.017294
3386,43.5,297.4,Limestone,Medium,2.0,18,0.192008,19.2,Low,Safe operations,2025-09-28T00:33:43.017322
3387,43.6,349.2,Shale,Medium,5.5,3,0.37536,37.54,Low,Safe operations,2025-09-28T00:33:43.017348
3388,62.0,185.6,Granite,Medium,42.5,14,0.244409,24.44,Low,Safe operations,2025-09-28T00:33:43.017391
3389,40.2,269.7,Sandstone,Medium,13.5,11,0.254215,25.42,Low,Safe operations,2025-09-28T00:33:43.017418
3390,58.5,273.9,Shale,Medium,18.8,23,0.344835,34.48,Low,Safe operations,2025-09-28T00:33:43.017445
3391,69.0,549.7,Limestone,Medium,46.1,13,0.423996,42.4,Medium,Caution advised,2025-09-28T00:33:43.017472
3392,31.1,590.8,Granite,Medium,14.9,0,0.32877,32.88,Low,Safe operations,2025-09-28T00:33:43.017515
3393,52.7,508.6,Sandstone,Low,54.3,7,0.409748,40.97,Medium,Caution advised,2025-09-28T00:33:43.017544
3394,44.6,305.2,Sandstone,Medium,9.6,29,0.258922,25.89,Low,Safe operations,2025-09-28T00:33:43.017577
3395,60.6,765.4,Limestone,High,3.9,2,0.529431,52.94,Medium,Caution advised,2025-09-28T00:33:43.017624
3396,63.0,585.5,Granite,Low,50.9,15,0.332763,33.28,Low,Safe operations,2025-09-28T00:33:43.017663
3397,53.3,489.5,Sandstone,High,2.4,14,0.378894,37.89,Low,Safe operations,2025-09-28T00:33:43.017694
3398,62.7,345.3,Shale,Medium,25.0,19,0.387528,38.75,Low,Safe operations,2025-09-28T00:33:43.017722
3399,53.2,542.3,Limestone,Medium,16.3,0,0.397965,39.8,Low,Safe operations,2025-09-28T00:33:43.017755
3400,85.8,492.7,Sandstone,Medium,1.3,15,0.508571,50.86,Medium,Caution advised,2025-09-28T00:33:43.017819
3401,66.9,324.2,Limestone,Medium,45.7,6,0.386463,38.65,Low,Safe operations,2025-09-28T00:33:43.017850
3402,40.4,158.3,Shale,Low,4.8,3,0.285724,28.57,Low,Safe operations,2025-09-28T00:33:43.017912
3403,41.3,499.4,Granite,High,13.6,5,0.305159,30.52,Low,Safe operations,2025-09-28T00:33:43.017955
3404,59.2,519.7,Sandstone,Medium,8.4,16,0.368266,36.83,Low,Safe operations,2025-09-28T00:33:43.017989
3405,81.8,516.6,Limestone,High,3.3,16,0.474001,47.4,Medium,Caution advised,2025-09-28T00:33:43.018039
3406,63.6,484.0,Sandstone,High,13.3,3,0.57376,57.38,Medium,Caution advised,2025-09-28T00:33:43.018070
3407,44.3,111.2,Limestone,Low,30.5,7,0.1806,18.06,Low,Safe operations,2025-09-28T00:33:43.018118
3408,40.9,783.2,Sandstone,Medium,9.7,28,0.4121,41.21,Medium,Caution advised,2025-09-28T00:33:43.018163
3409,67.5,296.8,Limestone,High,25.1,27,0.344474,34.45,Low,Safe operations,2025-09-28T00:33:43.018195
3410,57.4,114.8,Sandstone,Low,1.8,19,0.221502,22.15,Low,Safe operations,2025-09-28T00:33:43.018253
3411,72.4,418.4,Shale,Medium,40.8,0,0.666429,66.64,High,Enhanced monitoring needed,2025-09-28T00:33:43.018284
3412,56.3,560.8,Sandstone,Medium,54.5,14,0.451034,45.1,Medium,Caution advised,2025-09-28T00:33:43.018311
3413,46.6,396.0,Shale,Low,18.5,10,0.304453,30.45,Low,Safe operations,2025-09-28T00:33:43.018341
3414,80.5,310.5,Limestone,Medium,4.0,8,0.389584,38.96,Low,Safe operations,2025-09-28T00:33:43.018384
3415,61.8,539.1,Sandstone,Medium,13.6,8,0.417432,41.74,Medium,Caution advised,2025-09-28T00:33:43.018411
3416,42.5,597.4,Limestone,High,6.4,26,0.325763,32.58,Low,Safe operations,2025-09-28T00:33:43.018438
3417,41.4,473.1,Limestone,High,11.5,1,0.373621,37.36,Low,Safe operations,2025-09-28T00:33:43.018465
3418,67.6,571.3,Limestone,Medium,10.9,11,0.376609,37.66,Low,Safe operations,2025-09-28T00:33:43.018491
3419,51.8,371.5,Limestone,High,47.6,24,0.341878,34.19,Low,Safe operations,2025-09-28T00:33:43.018517
3420,72.6,442.9,Shale,Medium,51.3,6,0.564987,56.5,Medium,Caution advised,2025-09-28T00:33:43.018544
3421,44.0,127.2,Granite,High,8.3,6,0.21485,21.48,Low,Safe operations,2025-09-28T00:33:43.018586
3422,71.1,275.6,Limestone,Medium,46.2,3,0.425419,42.54,Medium,Caution advised,2025-09-28T00:33:43.018617
3423,73.1,316.3,Granite,Medium,25.9,1,0.385291,38.53,Low,Safe operations,2025-09-28T00:33:43.018647
3424,33.3,522.6,Granite,Medium,9.6,2,0.282076,28.21,Low,Safe operations,2025-09-28T00:33:43.018694
3425,43.8,504.2,Sandstone,Medium,3.9,5,0.3624,36.24,Low,Safe operations,2025-09-28T00:33:43.018721
3426,41.1,371.0,Sandstone,Medium,2.6,3,0.335007,33.5,Low,Safe operations,2025-09-28T00:33:43.018748
3427,57.7,478.2,Limestone,High,44.5,5,0.438452,43.85,Medium,Caution advised,2025-09-28T00:33:43.018774
3428,48.7,423.8,Granite,Medium,35.9,21,0.234425,23.44,Low,Safe operations,2025-09-28T00:33:43.018801
3429,54.3,731.4,Shale,High,1.0,11,0.520307,52.03,Medium,Caution advised,2025-09-28T00:33:43.018844
3430,43.8,406.5,Sandstone,Medium,2.6,29,0.280978,28.1,Low,Safe operations,2025-09-28T00:33:43.018871
3431,67.6,410.8,Sandstone,Medium,5.9,3,0.522693,52.27,Medium,Caution advised,2025-09-28T00:33:43.018897
3432,63.0,301.9,Limestone,High,1.8,14,0.306113,30.61,Low,Safe operations,2025-09-28T00:33:43.018924
3433,55.0,391.6,Sandstone,Low,0.3,21,0.265496,26.55,Low,Safe operations,2025-09-28T00:33:43.018957
3434,72.4,358.0,Limestone,High,9.0,24,0.371016,37.1,Low,Safe operations,2025-09-28T00:33:43.018984
3435,60.2,580.7,Granite,Medium,26.8,9,0.33274,33.27,Low,Safe operations,2025-09-28T00:33:43.019010
3436,48.9,304.0,Granite,Medium,10.6,18,0.170926,17.09,Low,Safe operations,2025-09-28T00:33:43.019036
3437,49.5,465.8,Granite,Medium,8.0,9,0.236732,23.67,Low,Safe operations,2025-09-28T00:33:43.019062
3438,82.5,251.1,Limestone,High,3.8,5,0.458301,45.83,Medium,Caution advised,2025-09-28T00:33:43.019104
3439,73.7,414.2,Shale,Medium,6.4,15,0.447656,44.77,Medium,Caution advised,2025-09-28T00:33:43.019131
3440,50.5,315.6,Granite,Low,43.5,14,0.183137,18.31,Low,Safe operations,2025-09-28T00:33:43.019158
3441,67.2,267.2,Granite,Medium,11.9,18,0.238002,23.8,Low,Safe operations,2025-09-28T00:33:43.019184
3442,40.6,557.9,Sandstone,High,3.3,7,0.402485,40.25,Medium,Caution advised,2025-09-28T00:33:43.019210
3443,55.0,403.9,Shale,Medium,1.1,2,0.433199,43.32,Medium,Caution advised,2025-09-28T00:33:43.019237
